min,p5,p25,median,mean,p75,p95,max,sum,stdev,count
0.0,0.0,0.0,4.064000129699707,2.7950979179435675,4.0920000076293945,4.106899881362915,4.111999988555908,399.6990022659302,1.8941326453677678,143
