min,p5,p25,median,mean,p75,p95,max,sum,stdev,count
-99999.0,-99999.0,-99999.0,0.1534314975142479,-48508.14857035485,5.603546619415283,8.733317375183105,11.46908187866211,-579963424.3071626,49979.82887274244,11956
