year,comb_2020,comb_2050_ssp1,comb_2050_ssp2,comb_2050_ssp3,comb_2050_ssp5,comb_2080_ssp1,comb_2080_ssp2,comb_2080_ssp3,comb_2080_ssp5,fluvial_2020,fluvial_2050_ssp1,fluvial_2050_ssp2,fluvial_2050_ssp3,fluvial_2050_ssp5,fluvial_2080_ssp1,fluvial_2080_ssp2,fluvial_2080_ssp3,fluvial_2080_ssp5,pluvial_2020,pluvial_2050_ssp1,pluvial_2050_ssp2,pluvial_2050_ssp3,pluvial_2050_ssp5,pluvial_2080_ssp1,pluvial_2080_ssp2,pluvial_2080_ssp3,pluvial_2080_ssp5
1995,1.7265532446956535,1.8476331755441688,1.9151585215943023,1.9209796721158654,2.0292530718169415,1.8971129549774564,2.0612693996855396,2.244053526062625,2.454779174943214,0.09779532876226224,0.08731725782344843,0.08207822235404152,0.0814961073018852,0.07916764709325991,0.0838245675105105,0.07858553204110358,0.06519688584150815,0.040165938598786276,1.7265532446956535,1.8476331755441688,1.9151585215943023,1.9209796721158654,2.0292530718169415,1.8971129549774564,2.0612693996855396,2.244053526062625,2.454779174943214
1996,1.7550768822513134,1.8796495034127665,1.9518317698801506,1.9576529204017137,2.0688368953635714,1.9332040882111483,2.1008532232321695,2.287130039922193,2.5100801048980648,0.10070590402304386,0.09022783308423005,0.08498879761482314,0.08440668256266681,0.0814961073018852,0.08673514277129211,0.08091399224972887,0.06752534605013344,0.0407480536509426,1.7550768822513134,1.8796495034127665,1.9518317698801506,1.9576529204017137,2.0688368953635714,1.9332040882111483,2.1008532232321695,2.287130039922193,2.5100801048980648
1997,1.8528722110135756,1.9791911773314976,2.0554482491639763,2.061269399685539,2.176528180012491,2.0350742223385048,2.2097087379854017,2.4018067051969885,2.631742150798736,0.10303436423166915,0.09197417824069902,0.08673514277129211,0.08615302771913579,0.08324245245835417,0.08848148792776109,0.08266033740619784,0.06868957615444608,0.04133016870309892,1.8528722110135756,1.9791911773314976,2.0554482491639763,2.061269399685539,2.176528180012491,2.0350742223385048,2.2097087379854017,2.4018067051969885,2.631742150798736
1998,1.9029341054990194,2.029835186869098,2.109002833962358,2.114823984483921,2.232411225019498,2.0886288071368866,2.265591782992409,2.4623466706212462,2.696939036640244,0.10652705454460708,0.09546686855363695,0.09022783308423005,0.08964571803207372,0.0867351427712921,0.09197417824069902,0.08615302771913577,0.07218226646738402,0.043076513859567886,1.9029341054990194,2.029835186869098,2.109002833962358,2.114823984483921,2.232411225019498,2.0886288071368866,2.265591782992409,2.4623466706212462,2.696939036640244
1999,1.9314577430546793,2.062433629789852,2.1427655069874247,2.1485866575089876,2.2708308184618153,2.1223914801619532,2.304011376434726,2.503094724272189,2.7388513203954994,0.10652705454460708,0.09546686855363695,0.09022783308423005,0.08964571803207372,0.0867351427712921,0.09197417824069902,0.08615302771913577,0.07218226646738402,0.043076513859567886,1.9314577430546793,2.062433629789852,2.1427655069874247,2.1485866575089876,2.2708308184618153,2.1223914801619532,2.304011376434726,2.503094724272189,2.7388513203954994
2000,1.9529959999844633,2.088628807136886,2.170707029490928,2.176528180012491,2.2999365710696313,2.1503330026654566,2.3342813591468548,2.535693167192943,2.7737782235248787,0.1071091695967634,0.09604898360579328,0.09080994813638638,0.09022783308423005,0.0867351427712921,0.09255629329285535,0.08615302771913577,0.07218226646738402,0.043076513859567886,1.9529959999844633,2.088628807136886,2.170707029490928,2.176528180012491,2.2999365710696313,2.1503330026654566,2.3342813591468548,2.535693167192943,2.7737782235248787
2001,1.9855944429052172,2.1218093651097965,2.205051817568151,2.210872968089714,2.335445589251167,2.1846777907426795,2.3697903773283904,2.572366415478791,2.8110335868628833,0.11001974485754502,0.0989595588665749,0.09372052339716799,0.09313840834501166,0.08964571803207372,0.09546686855363697,0.08906360297991739,0.07509284172816563,0.04482285901603685,1.9855944429052172,2.1218093651097965,2.205051817568151,2.210872968089714,2.335445589251167,2.1846777907426795,2.3697903773283904,2.572366415478791,2.8110335868628833
2002,2.0414774879122244,2.183513560638367,2.267338128148878,2.2731592786704407,2.39831401488405,2.2469641013234063,2.4332409180134293,2.6398917615289244,2.8820516232259545,0.11060185990970135,0.09954167391873123,0.09430263844932432,0.09372052339716799,0.09022783308423005,0.0960489836057933,0.08964571803207372,0.07567495678032196,0.045404974068193174,2.0414774879122244,2.183513560638367,2.267338128148878,2.2731592786704407,2.39831401488405,2.2469641013234063,2.4332409180134293,2.6398917615289244,2.8820516232259545
2003,2.2888763850786615,2.4489580244216502,2.539767972558037,2.546753353183912,2.6876251958057424,2.5176476005760966,2.724880559143747,2.958890810110589,3.2249173889460288,0.11991570074420252,0.1088555147532324,0.10303436423166917,0.10245224917951284,0.0989595588665749,0.10536282444029446,0.09837744381441857,0.08324245245835415,0.05064400953760008,2.2888763850786615,2.4489580244216502,2.539767972558037,2.546753353183912,2.6876251958057424,2.5176476005760966,2.724880559143747,2.958890810110589,3.2249173889460288
2004,2.352326925763701,2.512408565106689,2.6055469734517014,2.6125323540775764,2.753986311751563,2.583426601469761,2.7924059051938803,3.027580386265035,3.2959354253091,0.12107993084851516,0.11001974485754504,0.10419859433598182,0.10361647928382549,0.10012378897088754,0.1065270545446071,0.09954167391873121,0.0844066825626668,0.05180823964191272,2.352326925763701,2.512408565106689,2.6055469734517014,2.6125323540775764,2.753986311751563,2.583426601469761,2.7924059051938803,3.027580386265035,3.2959354253091
