min,p5,p25,median,mean,p75,p95,max,sum,stdev,count
0.0,0.0,0.0,3.7790000438690186,2.567363638977904,3.7880001068115234,3.802000045776367,3.805999994277954,367.13300037384033,1.7680145080768301,143
