min,p5,p25,median,mean,p75,p95,max,sum,stdev,count
0.0,0.0,0.0,4.376999855041504,2.7910054935203803,4.38100004196167,4.382999897003174,4.383999824523926,507.96299982070923,2.1052517565210405,182
