min,p5,p25,median,mean,p75,p95,max,sum,stdev,count
-99999.0,-99999.0,-99999.0,-99999.0,-53901.018913764456,10.65027666091919,20.55954418182373,26.748088836669922,-808515283.7064668,49852.17242178924,15000
