min,p5,p25,median,mean,p75,p95,max,sum,stdev,count
-99999.0,-99999.0,-99999.0,-99999.0,-56430.87480831076,20.82437801361084,33.75332546234131,43.69383239746094,-674687539.2081634,49593.06234339857,11956
